EmployeeID,JobRole,CurrentSkill
584079,Sales Executive,Lead Generation
827512,Marketing Executive,Social Media
827512,Marketing Executive,Content Strategy
827512,Marketing Executive,Copywriting
584934,Recruitment Specialist,Problem Solving
584934,Recruitment Specialist,Excel
224965,Recruitment Specialist,Problem Solving
224965,Recruitment Specialist,Communication
430080,Account Manager,Excel
286756,Marketing Executive,Content Strategy
286756,Marketing Executive,Social Media
286756,Marketing Executive,Copywriting
843748,Financial Analyst,Excel
843748,Financial Analyst,Problem Solving
744370,Recruitment Specialist,Problem Solving
744370,Recruitment Specialist,Communication
367828,Data Analyst,Statistics
367828,Data Analyst,Python
367828,Data Analyst,PowerBI
561393,Recruitment Specialist,Excel
561393,Recruitment Specialist,Communication
873186,Content Strategist,Problem Solving
873186,Content Strategist,Excel
260701,Accountant,Communication
846053,Software Engineer,Java
846053,Software Engineer,Docker
846053,Software Engineer,SQL
846053,Software Engineer,REST API
251222,Employee Relations,Excel
251222,Employee Relations,Communication
355954,Data Analyst,Statistics
355954,Data Analyst,SQL
355954,Data Analyst,Excel
355954,Data Analyst,Python
182586,Business Development,Excel
182586,Business Development,Problem Solving
993940,Cybersecurity Specialist,Python
993940,Cybersecurity Specialist,Firewalls
912892,HR Manager,Excel
409027,Software Engineer,Python
409027,Software Engineer,Docker
409027,Software Engineer,Java
409027,Software Engineer,Git
409027,Software Engineer,Data Structures
730338,Content Strategist,Communication
428565,Cybersecurity Specialist,Network Security
428565,Cybersecurity Specialist,Firewalls
428565,Cybersecurity Specialist,Linux
920768,Employee Relations,Excel
117388,Marketing Executive,Social Media
117388,Marketing Executive,Copywriting
117388,Marketing Executive,Google Analytics
117388,Marketing Executive,SEO
964676,Content Strategist,Excel
771837,Business Development,Excel
360357,Cybersecurity Specialist,Network Security
360357,Cybersecurity Specialist,Incident Response
360357,Cybersecurity Specialist,Firewalls
956131,Data Analyst,Python
956131,Data Analyst,SQL
956131,Data Analyst,PowerBI
953951,Employee Relations,Excel
953951,Employee Relations,Problem Solving
812708,Auditor,Communication
812708,Auditor,Problem Solving
513182,Software Engineer,REST API
513182,Software Engineer,SQL
513182,Software Engineer,Git
513182,Software Engineer,Data Structures
513182,Software Engineer,Java
171258,Sales Executive,Communication
171258,Sales Executive,Negotiation
171258,Sales Executive,CRM Software
658375,Employee Relations,Excel
658375,Employee Relations,Problem Solving
191503,Employee Relations,Problem Solving
191503,Employee Relations,Excel
931412,Business Development,Problem Solving
931412,Business Development,Communication
962915,SEO Specialist,Communication
265214,Financial Analyst,Excel
809065,Sales Executive,Communication
809065,Sales Executive,Lead Generation
809065,Sales Executive,Excel
809065,Sales Executive,Negotiation
467412,Data Analyst,PowerBI
467412,Data Analyst,Excel
467412,Data Analyst,Tableau
148829,Account Manager,Excel
148829,Account Manager,Problem Solving
485268,Account Manager,Excel
485268,Account Manager,Communication
892952,Software Engineer,Data Structures
892952,Software Engineer,Git
892952,Software Engineer,Java
892952,Software Engineer,SQL
587217,Employee Relations,Problem Solving
587217,Employee Relations,Communication
505746,Business Development,Problem Solving
627469,Auditor,Excel
154864,Sales Executive,Communication
154864,Sales Executive,Negotiation
154864,Sales Executive,Lead Generation
154864,Sales Executive,CRM Software
401286,Sales Executive,Lead Generation
401286,Sales Executive,Salesforce
401286,Sales Executive,Negotiation
401286,Sales Executive,Communication
559285,Marketing Executive,Google Analytics
559285,Marketing Executive,Content Strategy
559285,Marketing Executive,Copywriting
652674,SEO Specialist,Problem Solving
652674,SEO Specialist,Excel
980096,SEO Specialist,Excel
510681,Employee Relations,Excel
510681,Employee Relations,Problem Solving
900733,Account Manager,Excel
900733,Account Manager,Communication
832583,Account Manager,Problem Solving
725475,Data Analyst,Excel
725475,Data Analyst,Tableau
725475,Data Analyst,Python
725475,Data Analyst,SQL
626921,Employee Relations,Problem Solving
626921,Employee Relations,Communication
417698,Marketing Executive,Social Media
417698,Marketing Executive,Copywriting
417698,Marketing Executive,Google Analytics
417698,Marketing Executive,SEO
794666,Cybersecurity Specialist,Incident Response
794666,Cybersecurity Specialist,Firewalls
794666,Cybersecurity Specialist,Network Security
794666,Cybersecurity Specialist,Python
222441,Employee Relations,Problem Solving
598992,Account Manager,Communication
598992,Account Manager,Excel
704619,SEO Specialist,Communication
987966,Recruitment Specialist,Excel
596168,Cybersecurity Specialist,Network Security
596168,Cybersecurity Specialist,Python
596168,Cybersecurity Specialist,Firewalls
596168,Cybersecurity Specialist,Linux
714131,Sales Executive,Salesforce
714131,Sales Executive,Negotiation
714131,Sales Executive,Lead Generation
714131,Sales Executive,Excel
786766,Accountant,Excel
976104,HR Manager,Problem Solving
976104,HR Manager,Excel
583461,Financial Analyst,Excel
494793,Business Development,Communication
494793,Business Development,Excel
920241,Content Strategist,Excel
185073,Recruitment Specialist,Excel
425152,Business Development,Problem Solving
425152,Business Development,Excel
412263,Recruitment Specialist,Communication
412263,Recruitment Specialist,Problem Solving
295304,Cybersecurity Specialist,Network Security
295304,Cybersecurity Specialist,Linux
812902,Sales Executive,Salesforce
812902,Sales Executive,Lead Generation
812902,Sales Executive,Negotiation
386241,Recruitment Specialist,Communication
837015,Sales Executive,CRM Software
837015,Sales Executive,Lead Generation
837015,Sales Executive,Communication
506737,Auditor,Problem Solving
649034,Sales Executive,CRM Software
649034,Sales Executive,Negotiation
649034,Sales Executive,Salesforce
649034,Sales Executive,Lead Generation
649034,Sales Executive,Communication
535227,Content Strategist,Communication
878473,Sales Executive,Negotiation
878473,Sales Executive,Salesforce
878473,Sales Executive,Lead Generation
433973,Employee Relations,Problem Solving
903269,Auditor,Excel
642012,Content Strategist,Excel
642012,Content Strategist,Communication
982368,Business Development,Excel
620534,Account Manager,Communication
620534,Account Manager,Excel
790512,Financial Analyst,Communication
790512,Financial Analyst,Problem Solving
275234,Data Analyst,Tableau
275234,Data Analyst,PowerBI
275234,Data Analyst,SQL
459765,Auditor,Problem Solving
467569,Content Strategist,Excel
467569,Content Strategist,Communication
452074,Sales Executive,Salesforce
452074,Sales Executive,CRM Software
452074,Sales Executive,Communication
452074,Sales Executive,Negotiation
452074,Sales Executive,Lead Generation
199854,Marketing Executive,Social Media
199854,Marketing Executive,Google Analytics
819626,Cybersecurity Specialist,Python
819626,Cybersecurity Specialist,Network Security
819626,Cybersecurity Specialist,Firewalls
557755,Cybersecurity Specialist,Incident Response
557755,Cybersecurity Specialist,Network Security
557755,Cybersecurity Specialist,Python
826224,Sales Executive,Negotiation
826224,Sales Executive,CRM Software
826224,Sales Executive,Lead Generation
826224,Sales Executive,Salesforce
983907,Content Strategist,Problem Solving
983907,Content Strategist,Excel
947683,Recruitment Specialist,Excel
649122,Data Analyst,Python
649122,Data Analyst,Statistics
649122,Data Analyst,Excel
649122,Data Analyst,Tableau
771230,Cybersecurity Specialist,Python
771230,Cybersecurity Specialist,Firewalls
771230,Cybersecurity Specialist,Incident Response
631678,Marketing Executive,Content Strategy
631678,Marketing Executive,Social Media
631678,Marketing Executive,SEO
182624,Software Engineer,Git
182624,Software Engineer,Python
182624,Software Engineer,Data Structures
182624,Software Engineer,REST API
182624,Software Engineer,Docker
372406,Business Development,Excel
372406,Business Development,Communication
560071,Financial Analyst,Excel
560071,Financial Analyst,Problem Solving
458987,Account Manager,Communication
458987,Account Manager,Excel
731297,Employee Relations,Problem Solving
769605,HR Manager,Communication
769605,HR Manager,Problem Solving
813679,Marketing Executive,Copywriting
813679,Marketing Executive,Content Strategy
813679,Marketing Executive,SEO
564542,Software Engineer,Git
564542,Software Engineer,Docker
564542,Software Engineer,SQL
709235,Content Strategist,Communication
709235,Content Strategist,Excel
309011,Employee Relations,Excel
708684,HR Manager,Excel
708684,HR Manager,Communication
755029,HR Manager,Communication
755029,HR Manager,Excel
685795,Cybersecurity Specialist,Firewalls
685795,Cybersecurity Specialist,Linux
932538,Business Development,Problem Solving
394296,Auditor,Communication
233654,Software Engineer,Data Structures
233654,Software Engineer,SQL
233654,Software Engineer,REST API
233654,Software Engineer,Git
291591,Cybersecurity Specialist,Network Security
291591,Cybersecurity Specialist,Linux
884223,Sales Executive,CRM Software
884223,Sales Executive,Salesforce
884223,Sales Executive,Negotiation
884223,Sales Executive,Excel
472068,Cybersecurity Specialist,Python
472068,Cybersecurity Specialist,Network Security
975230,Financial Analyst,Communication
910846,Account Manager,Excel
930676,Business Development,Problem Solving
930676,Business Development,Communication
982810,Recruitment Specialist,Problem Solving
982810,Recruitment Specialist,Communication
125170,Cybersecurity Specialist,Incident Response
125170,Cybersecurity Specialist,Python
125170,Cybersecurity Specialist,Linux
686882,Content Strategist,Communication
686882,Content Strategist,Problem Solving
533611,HR Manager,Excel
316421,Data Analyst,Tableau
316421,Data Analyst,PowerBI
316421,Data Analyst,Excel
463794,Business Development,Problem Solving
463794,Business Development,Communication
412906,Sales Executive,Salesforce
412906,Sales Executive,Excel
412906,Sales Executive,CRM Software
412906,Sales Executive,Negotiation
555352,Account Manager,Excel
555352,Account Manager,Communication
685912,HR Manager,Communication
756803,Sales Executive,Excel
756803,Sales Executive,Communication
756803,Sales Executive,Negotiation
710022,Content Strategist,Communication
710022,Content Strategist,Excel
354063,Auditor,Excel
555651,Employee Relations,Problem Solving
950473,Data Analyst,SQL
950473,Data Analyst,PowerBI
950473,Data Analyst,Statistics
950473,Data Analyst,Python
702767,HR Manager,Problem Solving
806233,Software Engineer,REST API
806233,Software Engineer,SQL
806233,Software Engineer,Docker
806233,Software Engineer,Python
893650,Business Development,Excel
893650,Business Development,Problem Solving
526280,Data Analyst,PowerBI
526280,Data Analyst,Tableau
526280,Data Analyst,Python
526280,Data Analyst,SQL
216769,HR Manager,Problem Solving
216769,HR Manager,Excel
912187,Business Development,Excel
912187,Business Development,Problem Solving
381421,Data Analyst,Tableau
381421,Data Analyst,Python
381421,Data Analyst,PowerBI
189778,Sales Executive,Excel
189778,Sales Executive,Lead Generation
189778,Sales Executive,Salesforce
189778,Sales Executive,Communication
295929,Software Engineer,REST API
295929,Software Engineer,Java
295929,Software Engineer,Python
295929,Software Engineer,Data Structures
716034,Sales Executive,Excel
716034,Sales Executive,Communication
716034,Sales Executive,CRM Software
968521,Cybersecurity Specialist,Python
968521,Cybersecurity Specialist,Network Security
968521,Cybersecurity Specialist,Linux
842724,Cybersecurity Specialist,Python
842724,Cybersecurity Specialist,Network Security
486122,Sales Executive,Salesforce
486122,Sales Executive,CRM Software
486122,Sales Executive,Negotiation
486122,Sales Executive,Communication
934241,Accountant,Problem Solving
528942,Recruitment Specialist,Communication
835092,SEO Specialist,Problem Solving
835092,SEO Specialist,Excel
646920,Auditor,Communication
764085,Auditor,Problem Solving
891153,Data Analyst,Excel
891153,Data Analyst,SQL
891153,Data Analyst,Statistics
891153,Data Analyst,Tableau
891153,Data Analyst,PowerBI
917623,Account Manager,Excel
917623,Account Manager,Problem Solving
478328,Marketing Executive,Social Media
478328,Marketing Executive,SEO
478328,Marketing Executive,Google Analytics
495214,Sales Executive,Salesforce
495214,Sales Executive,Communication
495214,Sales Executive,CRM Software
495214,Sales Executive,Lead Generation
896289,Auditor,Communication
521025,Software Engineer,Data Structures
521025,Software Engineer,Docker
521025,Software Engineer,Python
592572,Recruitment Specialist,Problem Solving
592572,Recruitment Specialist,Excel
790331,Business Development,Excel
625849,Business Development,Communication
429167,Software Engineer,Git
429167,Software Engineer,REST API
429167,Software Engineer,Java
739353,Recruitment Specialist,Excel
739353,Recruitment Specialist,Problem Solving
941613,Employee Relations,Problem Solving
941613,Employee Relations,Communication
607836,SEO Specialist,Communication
607836,SEO Specialist,Problem Solving
505017,Employee Relations,Problem Solving
334126,Account Manager,Communication
749978,Financial Analyst,Excel
749978,Financial Analyst,Communication
207885,Recruitment Specialist,Problem Solving
207885,Recruitment Specialist,Communication
269172,Cybersecurity Specialist,Python
269172,Cybersecurity Specialist,Incident Response
899019,Financial Analyst,Problem Solving
899019,Financial Analyst,Excel
482871,HR Manager,Excel
491256,Recruitment Specialist,Excel
491256,Recruitment Specialist,Communication
252870,Accountant,Communication
252870,Accountant,Problem Solving
144723,Account Manager,Problem Solving
860222,Software Engineer,Data Structures
860222,Software Engineer,REST API
860222,Software Engineer,Docker
860222,Software Engineer,SQL
229431,SEO Specialist,Communication
229431,SEO Specialist,Problem Solving
471162,Financial Analyst,Excel
471162,Financial Analyst,Communication
881395,Financial Analyst,Communication
881395,Financial Analyst,Problem Solving
296520,Data Analyst,PowerBI
296520,Data Analyst,Python
296520,Data Analyst,Excel
296520,Data Analyst,SQL
880399,Business Development,Excel
880399,Business Development,Problem Solving
691129,SEO Specialist,Communication
346676,Data Analyst,Python
346676,Data Analyst,SQL
346676,Data Analyst,Excel
832077,HR Manager,Problem Solving
832077,HR Manager,Excel
578704,Sales Executive,Communication
578704,Sales Executive,Negotiation
578704,Sales Executive,Excel
578704,Sales Executive,CRM Software
508959,Cybersecurity Specialist,Firewalls
508959,Cybersecurity Specialist,Python
508959,Cybersecurity Specialist,Incident Response
504938,Content Strategist,Problem Solving
504938,Content Strategist,Communication
103022,Data Analyst,Excel
103022,Data Analyst,PowerBI
103022,Data Analyst,Statistics
103022,Data Analyst,Python
103022,Data Analyst,SQL
331851,Auditor,Communication
331851,Auditor,Problem Solving
135798,Employee Relations,Communication
974392,HR Manager,Excel
974392,HR Manager,Problem Solving
888872,Marketing Executive,Social Media
888872,Marketing Executive,Content Strategy
152410,Business Development,Communication
461348,Data Analyst,Tableau
461348,Data Analyst,SQL
461348,Data Analyst,Excel
461348,Data Analyst,Statistics
311245,Recruitment Specialist,Communication
311245,Recruitment Specialist,Problem Solving
476084,SEO Specialist,Problem Solving
906004,Software Engineer,Git
906004,Software Engineer,Docker
906004,Software Engineer,Data Structures
906004,Software Engineer,REST API
296920,Auditor,Excel
903534,Employee Relations,Communication
735366,Financial Analyst,Communication
326562,Data Analyst,Tableau
326562,Data Analyst,Excel
326562,Data Analyst,SQL
326562,Data Analyst,Statistics
503846,SEO Specialist,Excel
236702,Accountant,Excel
236702,Accountant,Communication
174984,Accountant,Communication
174984,Accountant,Excel
656968,Account Manager,Problem Solving
734970,Business Development,Communication
734970,Business Development,Excel
992439,Business Development,Problem Solving
892742,SEO Specialist,Excel
305331,Marketing Executive,Social Media
305331,Marketing Executive,Copywriting
305331,Marketing Executive,Google Analytics
305331,Marketing Executive,SEO
433200,SEO Specialist,Communication
433200,SEO Specialist,Problem Solving
349019,Content Strategist,Problem Solving
539075,HR Manager,Communication
539075,HR Manager,Excel
329541,Sales Executive,Negotiation
329541,Sales Executive,CRM Software
329541,Sales Executive,Communication
540989,Auditor,Problem Solving
540989,Auditor,Communication
294096,SEO Specialist,Excel
271056,Account Manager,Communication
209939,Sales Executive,CRM Software
209939,Sales Executive,Excel
209939,Sales Executive,Salesforce
209939,Sales Executive,Lead Generation
163488,Auditor,Problem Solving
139462,Financial Analyst,Problem Solving
139462,Financial Analyst,Excel
604075,Marketing Executive,SEO
604075,Marketing Executive,Google Analytics
604075,Marketing Executive,Copywriting
316519,Recruitment Specialist,Problem Solving
316519,Recruitment Specialist,Excel
987975,Business Development,Communication
987975,Business Development,Excel
476370,Employee Relations,Excel
476370,Employee Relations,Problem Solving
207158,Sales Executive,CRM Software
207158,Sales Executive,Salesforce
207158,Sales Executive,Communication
207158,Sales Executive,Excel
339624,HR Manager,Problem Solving
339624,HR Manager,Excel
858660,Accountant,Excel
858660,Accountant,Communication
650269,Account Manager,Excel
331877,Accountant,Excel
263674,Content Strategist,Problem Solving
263674,Content Strategist,Communication
858826,Account Manager,Problem Solving
760608,Sales Executive,Communication
760608,Sales Executive,Lead Generation
760608,Sales Executive,Negotiation
760608,Sales Executive,Excel
280988,Software Engineer,Python
280988,Software Engineer,REST API
280988,Software Engineer,Git
280988,Software Engineer,SQL
280988,Software Engineer,Data Structures
649564,Cybersecurity Specialist,Firewalls
649564,Cybersecurity Specialist,Incident Response
649564,Cybersecurity Specialist,Network Security
649564,Cybersecurity Specialist,Python
985721,Employee Relations,Excel
985721,Employee Relations,Problem Solving
410234,Auditor,Problem Solving
219835,Marketing Executive,Google Analytics
219835,Marketing Executive,Copywriting
165205,Employee Relations,Problem Solving
825317,Account Manager,Communication
825317,Account Manager,Problem Solving
958787,Auditor,Communication
600490,Auditor,Excel
600490,Auditor,Communication
791313,Account Manager,Problem Solving
791313,Account Manager,Communication
249463,Data Analyst,Tableau
249463,Data Analyst,Statistics
249463,Data Analyst,Python
249463,Data Analyst,SQL
175348,Recruitment Specialist,Problem Solving
840063,Sales Executive,Excel
840063,Sales Executive,Communication
840063,Sales Executive,Negotiation
840063,Sales Executive,Salesforce
656576,HR Manager,Excel
853536,Recruitment Specialist,Communication
954064,Employee Relations,Excel
719379,SEO Specialist,Problem Solving
581148,Financial Analyst,Communication
111544,SEO Specialist,Excel
210159,Employee Relations,Problem Solving
507310,Financial Analyst,Problem Solving
507310,Financial Analyst,Excel
994618,Financial Analyst,Communication
994618,Financial Analyst,Problem Solving
142405,Employee Relations,Communication
170269,Employee Relations,Excel
389401,SEO Specialist,Excel
389401,SEO Specialist,Problem Solving
123940,Recruitment Specialist,Excel
662858,Cybersecurity Specialist,Linux
662858,Cybersecurity Specialist,Firewalls
662858,Cybersecurity Specialist,Python
209712,Cybersecurity Specialist,Network Security
209712,Cybersecurity Specialist,Linux
209712,Cybersecurity Specialist,Incident Response
101467,Recruitment Specialist,Excel
101467,Recruitment Specialist,Problem Solving
699588,Marketing Executive,Copywriting
699588,Marketing Executive,Content Strategy
699588,Marketing Executive,Google Analytics
721537,Content Strategist,Excel
152413,Content Strategist,Communication
152413,Content Strategist,Problem Solving
700543,Accountant,Excel
587804,Account Manager,Problem Solving
587804,Account Manager,Communication
787645,Employee Relations,Problem Solving
943710,Auditor,Excel
386626,Data Analyst,PowerBI
386626,Data Analyst,Excel
386626,Data Analyst,Tableau
386626,Data Analyst,SQL
506570,Employee Relations,Excel
506570,Employee Relations,Communication
713562,Employee Relations,Problem Solving
914388,Cybersecurity Specialist,Firewalls
914388,Cybersecurity Specialist,Python
914388,Cybersecurity Specialist,Linux
914388,Cybersecurity Specialist,Network Security
610139,Software Engineer,REST API
610139,Software Engineer,Java
610139,Software Engineer,Data Structures
610139,Software Engineer,Python
525234,Financial Analyst,Excel
525234,Financial Analyst,Problem Solving
625933,Accountant,Communication
625933,Accountant,Problem Solving
239865,SEO Specialist,Communication
778084,SEO Specialist,Communication
778084,SEO Specialist,Problem Solving
241428,Business Development,Communication
241428,Business Development,Excel
652225,Sales Executive,Negotiation
652225,Sales Executive,CRM Software
652225,Sales Executive,Lead Generation
933510,Content Strategist,Communication
933510,Content Strategist,Excel
363746,Financial Analyst,Problem Solving
581667,Employee Relations,Problem Solving
581667,Employee Relations,Excel
743798,HR Manager,Communication
469954,Recruitment Specialist,Excel
469954,Recruitment Specialist,Problem Solving
817516,Data Analyst,Excel
817516,Data Analyst,SQL
817516,Data Analyst,Python
799579,Software Engineer,Git
799579,Software Engineer,Java
799579,Software Engineer,Python
799579,Software Engineer,REST API
799579,Software Engineer,SQL
206369,SEO Specialist,Problem Solving
206369,SEO Specialist,Excel
808258,Business Development,Communication
273286,HR Manager,Communication
273286,HR Manager,Problem Solving
731862,Auditor,Problem Solving
673345,Financial Analyst,Communication
148578,Accountant,Problem Solving
148578,Accountant,Communication
344541,Data Analyst,SQL
344541,Data Analyst,Tableau
344541,Data Analyst,Statistics
344541,Data Analyst,Excel
573521,Accountant,Excel
573521,Accountant,Communication
406444,SEO Specialist,Excel
406444,SEO Specialist,Problem Solving
488077,Data Analyst,Python
488077,Data Analyst,Statistics
488077,Data Analyst,Excel
873410,Recruitment Specialist,Excel
873410,Recruitment Specialist,Communication
993839,Accountant,Communication
993839,Accountant,Problem Solving
149390,Employee Relations,Communication
149390,Employee Relations,Problem Solving
791130,Accountant,Communication
791130,Accountant,Excel
606623,Employee Relations,Problem Solving
619755,Data Analyst,Statistics
619755,Data Analyst,Python
619755,Data Analyst,SQL
941949,Sales Executive,Excel
941949,Sales Executive,Negotiation
941949,Sales Executive,CRM Software
242372,SEO Specialist,Communication
242372,SEO Specialist,Problem Solving
753460,Account Manager,Communication
753460,Account Manager,Excel
828969,HR Manager,Excel
828969,HR Manager,Problem Solving
609145,Software Engineer,Python
609145,Software Engineer,SQL
609145,Software Engineer,Java
395001,Cybersecurity Specialist,Firewalls
395001,Cybersecurity Specialist,Linux
647978,Accountant,Communication
172683,Account Manager,Excel
172683,Account Manager,Communication
893995,Sales Executive,CRM Software
893995,Sales Executive,Communication
893995,Sales Executive,Lead Generation
792276,Auditor,Communication
672171,Accountant,Communication
672171,Accountant,Excel
771822,Business Development,Communication
922972,Software Engineer,Java
922972,Software Engineer,Git
922972,Software Engineer,REST API
922972,Software Engineer,SQL
922972,Software Engineer,Docker
705108,Financial Analyst,Excel
441034,Software Engineer,Python
441034,Software Engineer,Git
441034,Software Engineer,Docker
441034,Software Engineer,Data Structures
973522,Employee Relations,Communication
973522,Employee Relations,Excel
478193,Recruitment Specialist,Problem Solving
122865,Financial Analyst,Excel
129858,Cybersecurity Specialist,Firewalls
129858,Cybersecurity Specialist,Incident Response
129858,Cybersecurity Specialist,Linux
994100,Content Strategist,Excel
994100,Content Strategist,Communication
434743,Content Strategist,Excel
434743,Content Strategist,Problem Solving
924746,Business Development,Excel
825486,Data Analyst,Python
825486,Data Analyst,Excel
825486,Data Analyst,SQL
867358,Cybersecurity Specialist,Firewalls
867358,Cybersecurity Specialist,Network Security
867358,Cybersecurity Specialist,Incident Response
803122,HR Manager,Communication
993291,Software Engineer,Python
993291,Software Engineer,REST API
993291,Software Engineer,SQL
993291,Software Engineer,Git
270481,Marketing Executive,Google Analytics
270481,Marketing Executive,Copywriting
615326,Account Manager,Excel
359938,Business Development,Communication
359938,Business Development,Problem Solving
715046,Financial Analyst,Problem Solving
830400,Sales Executive,CRM Software
830400,Sales Executive,Communication
830400,Sales Executive,Lead Generation
830400,Sales Executive,Negotiation
694248,Account Manager,Problem Solving
595983,Account Manager,Problem Solving
595983,Account Manager,Excel
759350,Auditor,Communication
759350,Auditor,Excel
286418,Recruitment Specialist,Excel
863654,Content Strategist,Excel
863654,Content Strategist,Communication
523906,Accountant,Communication
977349,Cybersecurity Specialist,Python
977349,Cybersecurity Specialist,Network Security
851226,Accountant,Problem Solving
968218,Software Engineer,Java
968218,Software Engineer,Python
968218,Software Engineer,Data Structures
968218,Software Engineer,SQL
968218,Software Engineer,Docker
419253,Recruitment Specialist,Problem Solving
296917,Data Analyst,Statistics
296917,Data Analyst,PowerBI
296917,Data Analyst,Excel
296917,Data Analyst,SQL
428829,Software Engineer,Git
428829,Software Engineer,Docker
428829,Software Engineer,SQL
428829,Software Engineer,REST API
375139,Data Analyst,Tableau
375139,Data Analyst,Excel
375139,Data Analyst,PowerBI
375139,Data Analyst,Python
742163,Financial Analyst,Excel
894506,Marketing Executive,Social Media
894506,Marketing Executive,Copywriting
894506,Marketing Executive,Google Analytics
279724,Auditor,Excel
279724,Auditor,Problem Solving
646858,Business Development,Communication
875903,Financial Analyst,Communication
315945,Accountant,Communication
315945,Accountant,Excel
392685,Marketing Executive,SEO
392685,Marketing Executive,Copywriting
392685,Marketing Executive,Content Strategy
520370,HR Manager,Excel
520370,HR Manager,Communication
490018,HR Manager,Excel
869133,SEO Specialist,Excel
869133,SEO Specialist,Problem Solving
124448,Content Strategist,Excel
514867,Business Development,Excel
514867,Business Development,Communication
515284,Cybersecurity Specialist,Network Security
515284,Cybersecurity Specialist,Linux
515284,Cybersecurity Specialist,Incident Response
635345,Marketing Executive,Social Media
635345,Marketing Executive,SEO
956179,Auditor,Problem Solving
956179,Auditor,Communication
671698,Recruitment Specialist,Excel
671698,Recruitment Specialist,Problem Solving
803317,Business Development,Communication
563173,Data Analyst,Tableau
563173,Data Analyst,PowerBI
563173,Data Analyst,SQL
210622,HR Manager,Problem Solving
210622,HR Manager,Excel
285614,Marketing Executive,Content Strategy
285614,Marketing Executive,SEO
269372,Employee Relations,Communication
269372,Employee Relations,Problem Solving
831417,Account Manager,Excel
831417,Account Manager,Problem Solving
150433,Data Analyst,Tableau
150433,Data Analyst,Excel
150433,Data Analyst,Python
150433,Data Analyst,Statistics
389434,Marketing Executive,Social Media
389434,Marketing Executive,Copywriting
389434,Marketing Executive,SEO
389434,Marketing Executive,Content Strategy
668245,Employee Relations,Excel
682568,Accountant,Communication
186547,Marketing Executive,SEO
186547,Marketing Executive,Copywriting
678872,Cybersecurity Specialist,Linux
678872,Cybersecurity Specialist,Incident Response
678872,Cybersecurity Specialist,Firewalls
643748,Financial Analyst,Excel
788487,HR Manager,Communication
788487,HR Manager,Excel
184465,Cybersecurity Specialist,Incident Response
184465,Cybersecurity Specialist,Python
184465,Cybersecurity Specialist,Firewalls
184465,Cybersecurity Specialist,Linux
133670,Auditor,Communication
133670,Auditor,Problem Solving
492913,Employee Relations,Excel
492913,Employee Relations,Problem Solving
885920,Auditor,Excel
435928,Content Strategist,Communication
435928,Content Strategist,Excel
660697,Content Strategist,Excel
339677,Employee Relations,Problem Solving
339677,Employee Relations,Excel
386845,Software Engineer,Data Structures
386845,Software Engineer,Git
386845,Software Engineer,Python
386845,Software Engineer,SQL
851201,Data Analyst,Statistics
851201,Data Analyst,Tableau
851201,Data Analyst,Python
851201,Data Analyst,SQL
573538,Accountant,Excel
839249,HR Manager,Excel
756739,Account Manager,Excel
756739,Account Manager,Communication
866490,Data Analyst,SQL
866490,Data Analyst,Python
866490,Data Analyst,Tableau
866490,Data Analyst,Statistics
378536,Data Analyst,PowerBI
378536,Data Analyst,Excel
378536,Data Analyst,Statistics
378536,Data Analyst,SQL
939466,Cybersecurity Specialist,Linux
939466,Cybersecurity Specialist,Firewalls
939466,Cybersecurity Specialist,Network Security
145682,Financial Analyst,Problem Solving
383760,Auditor,Excel
581454,Recruitment Specialist,Communication
581454,Recruitment Specialist,Problem Solving
535051,Accountant,Communication
226681,Software Engineer,Docker
226681,Software Engineer,Java
226681,Software Engineer,REST API
226681,Software Engineer,SQL
226681,Software Engineer,Git
887500,SEO Specialist,Problem Solving
561566,Business Development,Excel
782808,Business Development,Communication
782808,Business Development,Problem Solving
589224,Accountant,Communication
102836,Content Strategist,Communication
102836,Content Strategist,Excel
812606,Content Strategist,Excel
812606,Content Strategist,Problem Solving
903645,Auditor,Problem Solving
903645,Auditor,Communication
111256,Marketing Executive,SEO
111256,Marketing Executive,Google Analytics
111256,Marketing Executive,Content Strategy
204580,Data Analyst,SQL
204580,Data Analyst,Statistics
204580,Data Analyst,Excel
857085,Content Strategist,Problem Solving
857085,Content Strategist,Excel
519117,Business Development,Excel
519117,Business Development,Communication
174200,Software Engineer,Data Structures
174200,Software Engineer,Docker
174200,Software Engineer,REST API
174200,Software Engineer,Git
471062,Cybersecurity Specialist,Network Security
471062,Cybersecurity Specialist,Python
471062,Cybersecurity Specialist,Linux
647667,Sales Executive,Excel
647667,Sales Executive,Salesforce
647667,Sales Executive,Lead Generation
647667,Sales Executive,Communication
151516,Sales Executive,Negotiation
151516,Sales Executive,CRM Software
151516,Sales Executive,Communication
151516,Sales Executive,Lead Generation
652936,Marketing Executive,Google Analytics
652936,Marketing Executive,SEO
652936,Marketing Executive,Social Media
161681,Sales Executive,Communication
161681,Sales Executive,Lead Generation
161681,Sales Executive,Excel
418503,Software Engineer,Java
418503,Software Engineer,REST API
418503,Software Engineer,Python
418503,Software Engineer,SQL
649093,Business Development,Excel
702060,SEO Specialist,Communication
702060,SEO Specialist,Excel
180828,SEO Specialist,Communication
180828,SEO Specialist,Problem Solving
921137,Business Development,Communication
242190,HR Manager,Excel
242190,HR Manager,Problem Solving
389737,SEO Specialist,Communication
389737,SEO Specialist,Problem Solving
115931,SEO Specialist,Problem Solving
